Tempo,Aquecedor,Sensor
634.5,70,52.15053763
635,70,51.17302053
635.5,70,51.17302053
636,70,51.66177908
636.5,70,51.66177908
637,70,51.66177908
637.5,70,51.66177908
638,70,51.66177908
638.5,70,51.66177908
639,70,51.66177908
639.5,70,51.66177908
640,70,51.66177908
640.5,70,51.66177908
641,70,51.66177908
641.5,70,51.66177908
642,70,51.17302053
642.5,70,51.17302053
643,70,52.15053763
643.5,70,52.15053763
644,70,51.66177908
644.5,70,51.66177908
645,70,51.66177908
645.5,70,51.66177908
646,70,51.66177908
646.5,70,51.66177908
647,70,52.15053763
647.5,70,52.15053763
648,70,52.15053763
648.5,70,52.15053763
649,70,51.66177908
649.5,70,51.66177908
650,70,51.66177908
650.5,70,51.66177908
651,70,52.15053763
651.5,70,52.15053763
652,70,51.66177908
652.5,70,51.66177908
653,70,51.66177908
653.5,70,51.66177908
654,70,51.66177908
654.5,70,51.66177908
655,70,52.15053763
655.5,70,52.15053763
656,70,52.15053763
656.5,70,52.15053763
657,70,52.15053763
657.5,70,52.15053763
658,70,52.15053763
658.5,70,52.15053763
659,70,52.15053763
659.5,70,52.15053763
660,70,52.15053763
660.5,70,52.15053763
661,70,52.63929619
661.5,70,52.63929619
662,70,52.15053763
662.5,70,52.15053763
663,70,52.15053763
663.5,70,52.15053763
664,70,52.15053763
664.5,70,52.15053763
665,70,52.15053763
665.5,70,52.15053763
666,70,52.15053763
666.5,70,52.15053763
667,70,52.15053763
667.5,70,52.15053763
668,70,52.15053763
668.5,70,52.15053763
669,70,51.66177908
669.5,70,51.66177908
670,70,52.63929619
670.5,70,52.63929619
671,70,51.66177908
671.5,70,51.66177908
672,70,52.63929619
672.5,70,52.63929619
673,70,52.63929619
673.5,70,52.63929619
674,70,52.63929619
674.5,70,52.63929619
675,70,52.15053763
675.5,70,52.15053763
676,70,51.66177908
676.5,70,51.66177908
677,70,51.66177908
677.5,70,51.66177908
678,70,52.15053763
678.5,70,52.15053763
679,70,51.66177908
679.5,70,51.66177908
680,70,51.66177908
680.5,70,51.66177908
681,70,52.15053763
681.5,70,52.15053763
682,70,51.66177908
682.5,70,51.66177908
683,70,52.15053763
683.5,70,52.15053763
684,70,51.66177908
684.5,70,51.66177908
685,70,51.66177908
685.5,70,51.66177908
686,70,51.66177908
686.5,70,51.66177908
687,70,51.66177908
687.5,70,51.66177908
688,70,52.15053763
688.5,70,52.15053763
689,70,51.66177908
689.5,70,51.66177908
690,70,51.66177908
690.5,70,51.66177908
691,70,52.63929619
691.5,70,52.63929619
692,70,52.15053763
692.5,70,52.15053763
693,70,52.15053763
693.5,70,52.15053763
694,70,51.66177908
694.5,70,51.66177908
695,70,52.15053763
695.5,70,52.15053763
696,70,51.66177908
696.5,70,51.66177908
697,70,51.66177908
697.5,70,51.66177908
698,70,52.15053763
698.5,70,52.15053763
699,70,52.63929619
699.5,70,52.63929619
700,70,51.66177908
